star.thisTrialN,star.stepSize,star.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,star.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
89,0.5,16.5,91.9817361002788,,91.97007720032707,91.9817361002788,92.48142450023443,92.48142450023443,92.48142450023443,92.78191290004179,92.90543249994516,right,16.5,1,1,0.4197336002252996,043748,001,2024-09-12_17h49.57.649,third_experiment,2024.1.5,None,2024-09-12 17h50.01.399853 +0530,
90,0.5,16.5,92.91486030025408,,92.90560170030221,92.91486030025408,93.41495970031247,93.41495970031247,93.41495970031247,93.71486910013482,93.80470510013402,left,-16.5,1,1,0.38419320015236735,043748,001,2024-09-12_17h49.57.649,third_experiment,2024.1.5,None,2024-09-12 17h50.01.399853 +0530,
91,0.5,16.5,93.81474380008876,,93.80483030015603,93.81474380008876,94.31465490022674,94.31465490022674,94.31465490022674,94.61421100003645,94.65326899988577,right,16.5,1,1,0.3273719996213913,043748,001,2024-09-12_17h49.57.649,third_experiment,2024.1.5,None,2024-09-12 17h50.01.399853 +0530,
92,0.5,16.0,94.66486590029672,,94.6533909002319,94.66486590029672,95.16518980031833,95.16518980031833,95.16518980031833,95.4648076002486,95.52044450026006,right,16.0,0,0,0.3420820003375411,043748,001,2024-09-12_17h49.57.649,third_experiment,2024.1.5,None,2024-09-12 17h50.01.399853 +0530,
93,0.5,16.5,95.53079860005528,,95.52057670010254,95.53079860005528,96.03144160006195,96.03144160006195,96.03144160006195,96.33140450017527,96.76981820026413,right,16.5,1,1,0.7264316999353468,043748,001,2024-09-12_17h49.57.649,third_experiment,2024.1.5,None,2024-09-12 17h50.01.399853 +0530,
94,0.5,16.5,96.78083229996264,,96.76995539991185,96.78083229996264,97.28115680022165,97.28115680022165,97.28115680022165,97.58058930002153,97.7699911003001,left,-16.5,1,1,0.4805688997730613,043748,001,2024-09-12_17h49.57.649,third_experiment,2024.1.5,None,2024-09-12 17h50.01.399853 +0530,
95,0.5,16.5,97.78101970022544,,97.77010970003903,97.78101970022544,98.28135380009189,98.28135380009189,98.28135380009189,98.58153910003603,98.71926770033315,left,-16.5,0,0,0.4271189998835325,043748,001,2024-09-12_17h49.57.649,third_experiment,2024.1.5,None,2024-09-12 17h50.01.399853 +0530,
96,0.5,17.0,98.73080740030855,,98.71939190011472,98.73080740030855,99.2308769999072,99.2308769999072,99.2308769999072,99.53067240025848,100.08662170032039,right,17.0,1,1,0.847938499879092,043748,001,2024-09-12_17h49.57.649,third_experiment,2024.1.5,None,2024-09-12 17h50.01.399853 +0530,
97,0.5,17.0,100.09726579999551,,100.0868279999122,100.09726579999551,100.59719819994643,100.59719819994643,100.59719819994643,100.89753729989752,101.18621330009773,right,17.0,1,1,0.5739758000709116,043748,001,2024-09-12_17h49.57.649,third_experiment,2024.1.5,None,2024-09-12 17h50.01.399853 +0530,
98,0.5,17.0,101.1971875000745,,101.18633829988539,101.1971875000745,101.69761510007083,101.69761510007083,101.69761510007083,101.99726499989629,102.18582169990987,left,-17.0,1,1,0.4811014998704195,043748,001,2024-09-12_17h49.57.649,third_experiment,2024.1.5,None,2024-09-12 17h50.01.399853 +0530,
99,0.5,16.5,102.19699499988928,,102.18594640027732,102.19699499988928,102.69597569992766,102.69597569992766,102.69597569992766,102.9970333003439,103.08557670004666,right,16.5,0,0,0.3761873999610543,043748,001,2024-09-12_17h49.57.649,third_experiment,2024.1.5,None,2024-09-12 17h50.01.399853 +0530,
