8.6753 	EXP 	fixation: autoDraw = True
9.1758 	INFO 	Keyboard events cleared
9.1749 	EXP 	fixation: autoDraw = False
9.1749 	EXP 	grating: autoDraw = True
9.4748 	EXP 	grating: autoDraw = False
9.7828 	DATA 	Keypress: left
9.7915 	EXP 	fixation: autoDraw = False
9.7915 	EXP 	grating: autoDraw = False
9.7915 	EXP 	grating: ori = -12.0
9.7915 	EXP 	fixation: autoDraw = True
10.2923 	INFO 	Keyboard events cleared
10.2916 	EXP 	fixation: autoDraw = False
10.2916 	EXP 	grating: autoDraw = True
10.5912 	EXP 	grating: autoDraw = False
10.7671 	DATA 	Keypress: left
10.7752 	EXP 	fixation: autoDraw = False
10.7752 	EXP 	grating: autoDraw = False
10.7752 	EXP 	grating: ori = 11.5
10.7752 	EXP 	fixation: autoDraw = True
11.2757 	INFO 	Keyboard events cleared
11.2749 	EXP 	fixation: autoDraw = False
11.2749 	EXP 	grating: autoDraw = True
11.5746 	EXP 	grating: autoDraw = False
11.7490 	DATA 	Keypress: right
11.7580 	EXP 	fixation: autoDraw = False
11.7580 	EXP 	grating: autoDraw = False
11.7580 	EXP 	grating: ori = -11.5
11.7580 	EXP 	fixation: autoDraw = True
12.2591 	INFO 	Keyboard events cleared
12.2584 	EXP 	fixation: autoDraw = False
12.2584 	EXP 	grating: autoDraw = True
12.5577 	EXP 	grating: autoDraw = False
14.4821 	DATA 	Keypress: right
14.4914 	EXP 	fixation: autoDraw = False
14.4914 	EXP 	grating: autoDraw = False
14.4914 	EXP 	grating: ori = 12.0
14.4914 	EXP 	fixation: autoDraw = True
14.9917 	INFO 	Keyboard events cleared
14.9909 	EXP 	fixation: autoDraw = False
14.9909 	EXP 	grating: autoDraw = True
15.2911 	EXP 	grating: autoDraw = False
15.8662 	DATA 	Keypress: right
15.8740 	EXP 	fixation: autoDraw = False
15.8740 	EXP 	grating: autoDraw = False
15.8740 	EXP 	grating: ori = 12.0
15.8740 	EXP 	fixation: autoDraw = True
16.3755 	INFO 	Keyboard events cleared
16.3747 	EXP 	fixation: autoDraw = False
16.3747 	EXP 	grating: autoDraw = True
16.6737 	EXP 	grating: autoDraw = False
16.8839 	DATA 	Keypress: right
16.8905 	EXP 	fixation: autoDraw = False
16.8905 	EXP 	grating: autoDraw = False
16.8905 	EXP 	grating: ori = 12.0
16.8905 	EXP 	fixation: autoDraw = True
17.3918 	INFO 	Keyboard events cleared
17.3910 	EXP 	fixation: autoDraw = False
17.3910 	EXP 	grating: autoDraw = True
17.6906 	EXP 	grating: autoDraw = False
17.8470 	DATA 	Keypress: right
17.8740 	EXP 	fixation: autoDraw = False
17.8740 	EXP 	grating: autoDraw = False
17.8740 	EXP 	grating: ori = 11.5
17.8740 	EXP 	fixation: autoDraw = True
18.3746 	INFO 	Keyboard events cleared
18.3738 	EXP 	fixation: autoDraw = False
18.3738 	EXP 	grating: autoDraw = True
18.6748 	EXP 	grating: autoDraw = False
18.7824 	DATA 	Keypress: right
18.7904 	EXP 	fixation: autoDraw = False
18.7904 	EXP 	grating: autoDraw = False
18.7904 	EXP 	grating: ori = -11.5
18.7904 	EXP 	fixation: autoDraw = True
19.2913 	INFO 	Keyboard events cleared
19.2904 	EXP 	fixation: autoDraw = False
19.2904 	EXP 	grating: autoDraw = True
19.5906 	EXP 	grating: autoDraw = False
19.8490 	DATA 	Keypress: left
19.8568 	EXP 	fixation: autoDraw = False
19.8568 	EXP 	grating: autoDraw = False
19.8568 	EXP 	grating: ori = -11.5
19.8568 	EXP 	fixation: autoDraw = True
20.3582 	INFO 	Keyboard events cleared
20.3574 	EXP 	fixation: autoDraw = False
20.3574 	EXP 	grating: autoDraw = True
20.6577 	EXP 	grating: autoDraw = False
20.8150 	DATA 	Keypress: left
20.8239 	EXP 	fixation: autoDraw = False
20.8239 	EXP 	grating: autoDraw = False
20.8239 	EXP 	grating: ori = -11.0
20.8239 	EXP 	fixation: autoDraw = True
21.3242 	INFO 	Keyboard events cleared
21.3234 	EXP 	fixation: autoDraw = False
21.3234 	EXP 	grating: autoDraw = True
21.6227 	EXP 	grating: autoDraw = False
21.8665 	DATA 	Keypress: left
21.8735 	EXP 	fixation: autoDraw = False
21.8735 	EXP 	grating: autoDraw = False
21.8735 	EXP 	grating: ori = 11.0
21.8735 	EXP 	fixation: autoDraw = True
22.3742 	INFO 	Keyboard events cleared
22.3734 	EXP 	fixation: autoDraw = False
22.3734 	EXP 	grating: autoDraw = True
22.6734 	EXP 	grating: autoDraw = False
22.9153 	DATA 	Keypress: right
22.9233 	EXP 	fixation: autoDraw = False
22.9233 	EXP 	grating: autoDraw = False
22.9233 	EXP 	grating: ori = -11.0
22.9233 	EXP 	fixation: autoDraw = True
23.4240 	INFO 	Keyboard events cleared
23.4232 	EXP 	fixation: autoDraw = False
23.4232 	EXP 	grating: autoDraw = True
23.7230 	EXP 	grating: autoDraw = False
23.8318 	DATA 	Keypress: right
23.8399 	EXP 	fixation: autoDraw = False
23.8399 	EXP 	grating: autoDraw = False
23.8399 	EXP 	grating: ori = 11.5
23.8399 	EXP 	fixation: autoDraw = True
24.3403 	INFO 	Keyboard events cleared
24.3396 	EXP 	fixation: autoDraw = False
24.3396 	EXP 	grating: autoDraw = True
24.6400 	EXP 	grating: autoDraw = False
24.9652 	DATA 	Keypress: right
24.9728 	EXP 	fixation: autoDraw = False
24.9728 	EXP 	grating: autoDraw = False
24.9728 	EXP 	grating: ori = 11.5
24.9728 	EXP 	fixation: autoDraw = True
25.4736 	INFO 	Keyboard events cleared
25.4729 	EXP 	fixation: autoDraw = False
25.4729 	EXP 	grating: autoDraw = True
25.7731 	EXP 	grating: autoDraw = False
25.9985 	DATA 	Keypress: right
26.0060 	EXP 	fixation: autoDraw = False
26.0060 	EXP 	grating: autoDraw = False
26.0060 	EXP 	grating: ori = -11.5
26.0060 	EXP 	fixation: autoDraw = True
26.5071 	INFO 	Keyboard events cleared
26.5063 	EXP 	fixation: autoDraw = False
26.5063 	EXP 	grating: autoDraw = True
26.8065 	EXP 	grating: autoDraw = False
26.9644 	DATA 	Keypress: right
26.9727 	EXP 	fixation: autoDraw = False
26.9727 	EXP 	grating: autoDraw = False
26.9727 	EXP 	grating: ori = -12.0
26.9727 	EXP 	fixation: autoDraw = True
27.4737 	INFO 	Keyboard events cleared
27.4728 	EXP 	fixation: autoDraw = False
27.4728 	EXP 	grating: autoDraw = True
27.7726 	EXP 	grating: autoDraw = False
28.1478 	DATA 	Keypress: left
28.1558 	EXP 	fixation: autoDraw = False
28.1558 	EXP 	grating: autoDraw = False
28.1558 	EXP 	grating: ori = 12.0
28.1558 	EXP 	fixation: autoDraw = True
28.6560 	INFO 	Keyboard events cleared
28.6552 	EXP 	fixation: autoDraw = False
28.6552 	EXP 	grating: autoDraw = True
28.9557 	EXP 	grating: autoDraw = False
28.9802 	DATA 	Keypress: left
28.9894 	EXP 	fixation: autoDraw = False
28.9894 	EXP 	grating: autoDraw = False
28.9894 	EXP 	grating: ori = -12.5
28.9894 	EXP 	fixation: autoDraw = True
29.4900 	INFO 	Keyboard events cleared
29.4892 	EXP 	fixation: autoDraw = False
29.4892 	EXP 	grating: autoDraw = True
29.7891 	EXP 	grating: autoDraw = False
29.9153 	DATA 	Keypress: left
29.9220 	EXP 	fixation: autoDraw = False
29.9220 	EXP 	grating: autoDraw = False
29.9220 	EXP 	grating: ori = -12.5
29.9220 	EXP 	fixation: autoDraw = True
30.4233 	INFO 	Keyboard events cleared
30.4224 	EXP 	fixation: autoDraw = False
30.4224 	EXP 	grating: autoDraw = True
30.7224 	EXP 	grating: autoDraw = False
30.7638 	DATA 	Keypress: left
30.7723 	EXP 	fixation: autoDraw = False
30.7723 	EXP 	grating: autoDraw = False
30.7723 	EXP 	grating: ori = 12.5
30.7723 	EXP 	fixation: autoDraw = True
31.2731 	INFO 	Keyboard events cleared
31.2723 	EXP 	fixation: autoDraw = False
31.2723 	EXP 	grating: autoDraw = True
31.5724 	EXP 	grating: autoDraw = False
31.6135 	DATA 	Keypress: left
31.6219 	EXP 	fixation: autoDraw = False
31.6219 	EXP 	grating: autoDraw = False
31.6219 	EXP 	grating: ori = 13.0
31.6219 	EXP 	fixation: autoDraw = True
32.1234 	INFO 	Keyboard events cleared
32.1225 	EXP 	fixation: autoDraw = False
32.1225 	EXP 	grating: autoDraw = True
32.4226 	EXP 	grating: autoDraw = False
32.6471 	DATA 	Keypress: right
32.6555 	EXP 	fixation: autoDraw = False
32.6555 	EXP 	grating: autoDraw = False
32.6555 	EXP 	grating: ori = 13.0
32.6555 	EXP 	fixation: autoDraw = True
33.1563 	INFO 	Keyboard events cleared
33.1555 	EXP 	fixation: autoDraw = False
33.1555 	EXP 	grating: autoDraw = True
33.4557 	EXP 	grating: autoDraw = False
33.7285 	DATA 	Keypress: right
33.7383 	EXP 	fixation: autoDraw = False
33.7383 	EXP 	grating: autoDraw = False
33.7383 	EXP 	grating: ori = -13.0
33.7383 	EXP 	fixation: autoDraw = True
34.2396 	INFO 	Keyboard events cleared
34.2390 	EXP 	fixation: autoDraw = False
34.2390 	EXP 	grating: autoDraw = True
34.4301 	DATA 	Keypress: right
34.4383 	EXP 	fixation: autoDraw = False
34.4383 	EXP 	grating: autoDraw = False
34.4383 	EXP 	grating: ori = 13.5
34.4383 	EXP 	fixation: autoDraw = True
34.9400 	INFO 	Keyboard events cleared
34.9391 	EXP 	fixation: autoDraw = False
34.9391 	EXP 	grating: autoDraw = True
35.2383 	EXP 	grating: autoDraw = False
35.4319 	DATA 	Keypress: right
35.4382 	EXP 	fixation: autoDraw = False
35.4382 	EXP 	grating: autoDraw = False
35.4382 	EXP 	grating: ori = 13.5
35.4382 	EXP 	fixation: autoDraw = True
35.9397 	INFO 	Keyboard events cleared
35.9387 	EXP 	fixation: autoDraw = False
35.9387 	EXP 	grating: autoDraw = True
36.2388 	EXP 	grating: autoDraw = False
36.3805 	DATA 	Keypress: right
36.3883 	EXP 	fixation: autoDraw = False
36.3883 	EXP 	grating: autoDraw = False
36.3883 	EXP 	grating: ori = 13.5
36.3883 	EXP 	fixation: autoDraw = True
36.8894 	INFO 	Keyboard events cleared
36.8887 	EXP 	fixation: autoDraw = False
36.8887 	EXP 	grating: autoDraw = True
37.1886 	EXP 	grating: autoDraw = False
37.2638 	DATA 	Keypress: right
37.2715 	EXP 	fixation: autoDraw = False
37.2715 	EXP 	grating: autoDraw = False
37.2715 	EXP 	grating: ori = -13.0
37.2715 	EXP 	fixation: autoDraw = True
37.7722 	INFO 	Keyboard events cleared
37.7714 	EXP 	grating: autoDraw = True
37.7884 	EXP 	fixation: autoDraw = False
38.0719 	EXP 	grating: autoDraw = False
38.1287 	DATA 	Keypress: right
38.1381 	EXP 	fixation: autoDraw = False
38.1381 	EXP 	grating: autoDraw = False
38.1381 	EXP 	grating: ori = 13.5
38.1381 	EXP 	fixation: autoDraw = True
38.6387 	INFO 	Keyboard events cleared
38.6379 	EXP 	fixation: autoDraw = False
38.6379 	EXP 	grating: autoDraw = True
38.9380 	EXP 	grating: autoDraw = False
39.1642 	DATA 	Keypress: right
39.1713 	EXP 	fixation: autoDraw = False
39.1713 	EXP 	grating: autoDraw = False
39.1713 	EXP 	grating: ori = 13.5
39.1713 	EXP 	fixation: autoDraw = True
39.6722 	INFO 	Keyboard events cleared
39.6712 	EXP 	fixation: autoDraw = False
39.6712 	EXP 	grating: autoDraw = True
39.9710 	EXP 	grating: autoDraw = False
40.0971 	DATA 	Keypress: right
40.1045 	EXP 	fixation: autoDraw = False
40.1045 	EXP 	grating: autoDraw = False
40.1045 	EXP 	grating: ori = 13.5
40.1045 	EXP 	fixation: autoDraw = True
40.6053 	INFO 	Keyboard events cleared
40.6044 	EXP 	fixation: autoDraw = False
40.6044 	EXP 	grating: autoDraw = True
40.8632 	DATA 	Keypress: right
40.8709 	EXP 	fixation: autoDraw = False
40.8709 	EXP 	grating: autoDraw = False
40.8709 	EXP 	grating: ori = -13.0
40.8709 	EXP 	fixation: autoDraw = True
41.3721 	INFO 	Keyboard events cleared
41.3714 	EXP 	fixation: autoDraw = False
41.3714 	EXP 	grating: autoDraw = True
41.6708 	EXP 	grating: autoDraw = False
41.7124 	DATA 	Keypress: right
41.7208 	EXP 	fixation: autoDraw = False
41.7208 	EXP 	grating: autoDraw = False
41.7208 	EXP 	grating: ori = 13.5
41.7208 	EXP 	fixation: autoDraw = True
42.2212 	INFO 	Keyboard events cleared
42.2205 	EXP 	fixation: autoDraw = False
42.2205 	EXP 	grating: autoDraw = True
42.5218 	EXP 	grating: autoDraw = False
43.3961 	DATA 	Keypress: right
43.4043 	EXP 	fixation: autoDraw = False
43.4043 	EXP 	grating: autoDraw = False
43.4043 	EXP 	grating: ori = -13.5
43.4043 	EXP 	fixation: autoDraw = True
43.9045 	INFO 	Keyboard events cleared
43.9038 	EXP 	fixation: autoDraw = False
43.9038 	EXP 	grating: autoDraw = True
44.2042 	EXP 	grating: autoDraw = False
44.3121 	DATA 	Keypress: left
44.3208 	EXP 	fixation: autoDraw = False
44.3208 	EXP 	grating: autoDraw = False
44.3208 	EXP 	grating: ori = 13.5
44.3208 	EXP 	fixation: autoDraw = True
44.8217 	INFO 	Keyboard events cleared
44.8209 	EXP 	fixation: autoDraw = False
44.8209 	EXP 	grating: autoDraw = True
45.1208 	EXP 	grating: autoDraw = False
45.2135 	DATA 	Keypress: left
45.2204 	EXP 	fixation: autoDraw = False
45.2204 	EXP 	grating: autoDraw = False
45.2204 	EXP 	grating: ori = -14.0
45.2204 	EXP 	fixation: autoDraw = True
45.7216 	INFO 	Keyboard events cleared
45.7207 	EXP 	fixation: autoDraw = False
45.7207 	EXP 	grating: autoDraw = True
46.0206 	EXP 	grating: autoDraw = False
46.3291 	DATA 	Keypress: left
46.3370 	EXP 	fixation: autoDraw = False
46.3370 	EXP 	grating: autoDraw = False
46.3370 	EXP 	grating: ori = -14.0
46.3370 	EXP 	fixation: autoDraw = True
46.8375 	INFO 	Keyboard events cleared
46.8368 	EXP 	fixation: autoDraw = False
46.8368 	EXP 	grating: autoDraw = True
47.1377 	EXP 	grating: autoDraw = False
47.3190 	DATA 	Keypress: left
47.3355 	EXP 	fixation: autoDraw = False
47.3355 	EXP 	grating: autoDraw = False
47.3355 	EXP 	grating: ori = -14.0
47.3355 	EXP 	fixation: autoDraw = True
47.8212 	INFO 	Keyboard events cleared
47.8204 	EXP 	grating: autoDraw = True
47.8369 	EXP 	fixation: autoDraw = False
48.1206 	EXP 	grating: autoDraw = False
48.1950 	DATA 	Keypress: right
48.2036 	EXP 	fixation: autoDraw = False
48.2036 	EXP 	grating: autoDraw = False
48.2036 	EXP 	grating: ori = 14.5
48.2036 	EXP 	fixation: autoDraw = True
48.7046 	INFO 	Keyboard events cleared
48.7037 	EXP 	fixation: autoDraw = False
48.7037 	EXP 	grating: autoDraw = True
49.0038 	EXP 	grating: autoDraw = False
49.0452 	DATA 	Keypress: right
49.0535 	EXP 	fixation: autoDraw = False
49.0535 	EXP 	grating: autoDraw = False
49.0535 	EXP 	grating: ori = 14.5
49.0535 	EXP 	fixation: autoDraw = True
49.5542 	INFO 	Keyboard events cleared
49.5532 	EXP 	fixation: autoDraw = False
49.5532 	EXP 	grating: autoDraw = True
49.8529 	EXP 	grating: autoDraw = False
49.9109 	DATA 	Keypress: right
49.9194 	EXP 	fixation: autoDraw = False
49.9194 	EXP 	grating: autoDraw = False
49.9194 	EXP 	grating: ori = -14.5
49.9194 	EXP 	fixation: autoDraw = True
50.4218 	INFO 	Keyboard events cleared
50.4208 	EXP 	fixation: autoDraw = False
50.4208 	EXP 	grating: autoDraw = True
50.6115 	DATA 	Keypress: right
50.6197 	EXP 	fixation: autoDraw = False
50.6197 	EXP 	grating: autoDraw = False
50.6197 	EXP 	grating: ori = 15.0
50.6197 	EXP 	fixation: autoDraw = True
51.1208 	INFO 	Keyboard events cleared
51.1200 	EXP 	fixation: autoDraw = False
51.1200 	EXP 	grating: autoDraw = True
51.4191 	EXP 	grating: autoDraw = False
51.4959 	DATA 	Keypress: left
51.5030 	EXP 	fixation: autoDraw = False
51.5030 	EXP 	grating: autoDraw = False
51.5030 	EXP 	grating: ori = 15.5
51.5030 	EXP 	fixation: autoDraw = True
52.0042 	INFO 	Keyboard events cleared
52.0032 	EXP 	fixation: autoDraw = False
52.0032 	EXP 	grating: autoDraw = True
52.3035 	EXP 	grating: autoDraw = False
52.3455 	DATA 	Keypress: left
52.3527 	EXP 	fixation: autoDraw = False
52.3527 	EXP 	grating: autoDraw = False
52.3527 	EXP 	grating: ori = -16.0
52.3527 	EXP 	fixation: autoDraw = True
52.8548 	INFO 	Keyboard events cleared
52.8539 	EXP 	fixation: autoDraw = False
52.8539 	EXP 	grating: autoDraw = True
53.1535 	EXP 	grating: autoDraw = False
53.3788 	DATA 	Keypress: left
53.3862 	EXP 	fixation: autoDraw = False
53.3862 	EXP 	grating: autoDraw = False
53.3862 	EXP 	grating: ori = -16.0
53.3862 	EXP 	fixation: autoDraw = True
53.8863 	INFO 	Keyboard events cleared
53.8855 	EXP 	fixation: autoDraw = False
53.8855 	EXP 	grating: autoDraw = True
54.1870 	EXP 	grating: autoDraw = False
54.1973 	DATA 	Keypress: left
54.2025 	EXP 	fixation: autoDraw = False
54.2025 	EXP 	grating: autoDraw = False
54.2025 	EXP 	grating: ori = 16.0
54.2025 	EXP 	fixation: autoDraw = True
54.7033 	INFO 	Keyboard events cleared
54.7027 	EXP 	fixation: autoDraw = False
54.7027 	EXP 	grating: autoDraw = True
54.9109 	DATA 	Keypress: left
54.9192 	EXP 	fixation: autoDraw = False
54.9192 	EXP 	grating: autoDraw = False
54.9192 	EXP 	grating: ori = 16.5
54.9192 	EXP 	fixation: autoDraw = True
55.4207 	INFO 	Keyboard events cleared
55.4198 	EXP 	fixation: autoDraw = False
55.4198 	EXP 	grating: autoDraw = True
55.7198 	EXP 	grating: autoDraw = False
